open_time,open,high,low,close,volume
2026-02-17 15:40:00,66787.94,67005.0,66772.85,67005.0,139.64444
2026-02-17 15:45:00,67005.0,67253.76,66992.52,67179.87,160.07182
2026-02-17 15:50:00,67179.88,67400.0,67100.9,67295.21,150.9036
2026-02-17 15:55:00,67295.21,67409.99,67277.03,67392.05,87.40144
2026-02-17 16:00:00,67392.06,67838.0,67317.6,67754.77,233.19356
2026-02-17 16:05:00,67754.77,67970.8,67706.55,67746.0,150.92348
2026-02-17 16:10:00,67746.0,67778.57,67630.74,67743.88,138.61677
2026-02-17 16:15:00,67743.88,67940.5,67712.0,67925.77,108.18125
2026-02-17 16:20:00,67925.77,67932.0,67600.0,67733.07,77.46688
2026-02-17 16:25:00,67733.07,67776.34,67508.95,67531.95,72.54047
2026-02-17 16:30:00,67531.94,67875.1,67433.05,67852.62,104.82447
2026-02-17 16:35:00,67852.62,68158.1,67840.55,67951.57,226.81145
2026-02-17 16:40:00,67951.58,67956.83,67696.34,67701.26,90.13201
2026-02-17 16:45:00,67701.27,67730.97,67547.01,67587.04,106.51213
2026-02-17 16:50:00,67587.05,67748.17,67576.49,67699.99,70.37744
2026-02-17 16:55:00,67700.0,67793.99,67503.69,67517.36,69.1866
2026-02-17 17:00:00,67517.36,67696.98,67478.26,67574.63,64.95942
2026-02-17 17:05:00,67574.63,67714.28,67497.02,67497.03,61.55962
2026-02-17 17:10:00,67497.03,67515.39,67072.07,67266.89,153.00121
2026-02-17 17:15:00,67266.89,67450.19,67216.11,67361.11,160.04931
2026-02-17 17:20:00,67361.11,67398.0,67200.01,67290.55,69.09474
2026-02-17 17:25:00,67290.55,67468.0,67280.62,67467.46,31.99908
2026-02-17 17:30:00,67467.46,67496.6,67051.12,67161.69,156.08827
2026-02-17 17:35:00,67161.69,67278.0,67137.58,67186.11,51.32009
2026-02-17 17:40:00,67186.11,67186.11,66970.0,67005.99,163.67995
2026-02-17 17:45:00,67006.0,67174.0,66881.08,67102.01,100.28984
2026-02-17 17:50:00,67102.01,67290.4,67099.05,67173.69,74.48348
2026-02-17 17:55:00,67173.69,67310.3,67111.23,67244.22,57.8609
2026-02-17 18:00:00,67244.22,67256.0,67137.84,67172.47,44.51605
2026-02-17 18:05:00,67172.47,67269.29,67127.86,67262.9,35.63358
2026-02-17 18:10:00,67262.89,67389.83,67222.35,67357.03,55.75488
2026-02-17 18:15:00,67357.02,67386.33,67242.84,67296.42,34.12501
2026-02-17 18:20:00,67296.41,67815.41,67296.41,67682.0,111.31106
2026-02-17 18:25:00,67682.01,67771.23,67620.43,67739.4,44.54904
2026-02-17 18:30:00,67739.4,67857.14,67688.9,67790.85,43.03662
2026-02-17 18:35:00,67790.85,67834.91,67690.0,67834.9,31.73152
2026-02-17 18:40:00,67834.91,68138.34,67819.09,67974.36,138.51434
2026-02-17 18:45:00,67974.36,68052.25,67853.03,67877.1,58.99858
2026-02-17 18:50:00,67877.1,68034.68,67875.5,68019.88,84.83704
2026-02-17 18:55:00,68019.88,68227.41,68012.09,68098.62,141.92643
2026-02-17 19:00:00,68098.63,68121.07,67990.72,68052.32,135.39919
2026-02-17 19:05:00,68052.33,68078.47,67999.61,68059.68,24.11334
2026-02-17 19:10:00,68059.69,68197.0,68012.1,68173.47,107.92198
2026-02-17 19:15:00,68173.47,68235.39,67888.89,67903.0,122.54804
2026-02-17 19:20:00,67903.01,68098.82,67902.31,68062.0,69.90922
2026-02-17 19:25:00,68062.0,68074.02,67862.0,67880.2,45.55811
2026-02-17 19:30:00,67880.2,67935.43,67833.11,67872.22,38.51966
2026-02-17 19:35:00,67872.22,67903.46,67793.99,67900.19,33.61474
2026-02-17 19:40:00,67900.19,67995.63,67853.51,67990.79,31.92841
2026-02-17 19:45:00,67990.79,68064.0,67902.55,67916.31,23.06844
2026-02-17 19:50:00,67916.3,67937.03,67695.45,67840.6,129.01499
2026-02-17 19:55:00,67840.59,67916.4,67781.61,67793.32,24.28415
2026-02-17 20:00:00,67793.32,67846.61,67687.01,67749.99,45.17878
2026-02-17 20:05:00,67749.99,67755.38,67547.58,67563.25,107.93675
2026-02-17 20:10:00,67563.24,67620.55,67562.0,67602.0,24.38573
2026-02-17 20:15:00,67601.99,67664.95,67538.33,67541.99,34.88172
2026-02-17 20:20:00,67542.0,67642.2,67484.16,67619.54,43.98566
2026-02-17 20:25:00,67619.54,67788.43,67614.92,67735.6,29.18646
2026-02-17 20:30:00,67735.6,67739.52,67538.56,67707.09,31.6013
2026-02-17 20:35:00,67707.08,67724.0,67594.04,67723.99,20.89538
2026-02-17 20:40:00,67724.0,67928.08,67724.0,67857.97,41.94849
2026-02-17 20:45:00,67857.97,67889.1,67770.0,67797.64,20.92322
2026-02-17 20:50:00,67797.63,67836.0,67724.8,67774.0,31.73048
2026-02-17 20:55:00,67774.0,67815.66,67737.77,67753.3,39.23226
2026-02-17 21:00:00,67753.3,67783.02,67665.78,67747.7,37.83511
2026-02-17 21:05:00,67747.69,67758.47,67676.22,67694.0,20.53371
2026-02-17 21:10:00,67693.99,67899.82,67675.78,67885.23,25.34462
2026-02-17 21:15:00,67885.22,67926.29,67725.0,67739.06,16.68886
2026-02-17 21:20:00,67739.06,67758.0,67588.39,67606.41,29.6218
2026-02-17 21:25:00,67606.42,67627.01,67581.07,67590.85,10.89011
2026-02-17 21:30:00,67590.85,67590.86,67538.0,67576.55,27.57873
2026-02-17 21:35:00,67576.55,67605.54,67542.85,67552.88,8.23102
2026-02-17 21:40:00,67552.88,67608.0,67552.87,67590.8,13.94226
2026-02-17 21:45:00,67590.8,67672.0,67572.96,67646.64,38.67418
2026-02-17 21:50:00,67646.63,67646.64,67605.04,67629.99,15.44591
2026-02-17 21:55:00,67630.0,67688.04,67629.99,67680.54,8.46396
2026-02-17 22:00:00,67680.55,67686.74,67634.52,67655.01,10.59169
2026-02-17 22:05:00,67655.0,67655.01,67525.64,67560.25,22.12682
2026-02-17 22:10:00,67560.25,67590.65,67550.43,67587.83,13.24166
2026-02-17 22:15:00,67587.83,67635.15,67533.3,67635.15,13.09648
2026-02-17 22:20:00,67635.14,67676.83,67604.34,67646.0,18.3717
2026-02-17 22:25:00,67646.0,67700.0,67634.0,67699.99,19.03276
2026-02-17 22:30:00,67699.99,67730.31,67699.99,67709.06,9.44702
2026-02-17 22:35:00,67709.06,67788.42,67709.06,67716.64,20.55549
2026-02-17 22:40:00,67716.63,67741.45,67614.03,67629.62,15.56554
2026-02-17 22:45:00,67629.62,67644.69,67585.6,67585.6,11.4012
2026-02-17 22:50:00,67585.61,67613.21,67513.42,67598.97,13.83718
2026-02-17 22:55:00,67598.97,67598.97,67525.61,67527.72,9.70587
2026-02-17 23:00:00,67527.72,67544.84,67453.42,67504.01,44.49511
2026-02-17 23:05:00,67504.0,67555.16,67395.51,67445.83,37.5251
2026-02-17 23:10:00,67445.84,67470.0,67400.0,67467.05,27.85028
2026-02-17 23:15:00,67467.04,67580.2,67454.26,67554.71,20.57093
2026-02-17 23:20:00,67554.71,67617.46,67534.44,67564.0,9.26145
2026-02-17 23:25:00,67564.0,67568.19,67441.25,67444.05,14.48469
2026-02-17 23:30:00,67444.06,67459.17,67394.0,67459.17,18.48042
2026-02-17 23:35:00,67459.17,67534.65,67440.46,67451.62,16.2547
2026-02-17 23:40:00,67451.61,67532.0,67451.61,67526.84,17.92405
2026-02-17 23:45:00,67526.85,67558.0,67499.03,67523.67,9.13779
2026-02-17 23:50:00,67523.68,67585.37,67506.45,67513.99,11.33286
2026-02-17 23:55:00,67514.0,67545.99,67489.99,67503.52,12.95098
2026-02-18 00:00:00,67503.52,67580.87,67501.82,67538.01,13.44548
2026-02-18 00:05:00,67538.0,67607.3,67538.0,67607.3,12.58883
2026-02-18 00:10:00,67607.3,67627.97,67599.6,67625.38,5.98475
2026-02-18 00:15:00,67625.38,67625.39,67540.0,67580.84,9.22943
2026-02-18 00:20:00,67580.83,67613.2,67545.99,67545.99,13.5405
2026-02-18 00:25:00,67545.99,67545.99,67442.0,67495.79,12.9264
2026-02-18 00:30:00,67495.79,67606.66,67495.79,67577.78,13.25716
2026-02-18 00:35:00,67577.78,67610.37,67574.91,67583.66,8.00417
2026-02-18 00:40:00,67583.66,67585.69,67460.0,67460.0,14.3853
2026-02-18 00:45:00,67460.01,67460.01,67324.49,67364.73,39.15473
2026-02-18 00:50:00,67364.51,67373.14,67290.3,67306.12,29.3125
2026-02-18 00:55:00,67306.12,67344.0,67302.62,67302.65,15.16902
2026-02-18 01:00:00,67302.65,67378.26,67104.83,67150.34,69.19459
2026-02-18 01:05:00,67150.34,67236.43,67084.0,67122.56,51.45562
2026-02-18 01:10:00,67122.56,67177.62,67055.97,67100.78,51.29938
2026-02-18 01:15:00,67100.79,67181.79,67100.79,67154.07,28.23222
2026-02-18 01:20:00,67154.08,67233.15,67154.07,67155.35,29.79501
2026-02-18 01:25:00,67155.36,67168.91,67045.99,67053.18,21.39313
2026-02-18 01:30:00,67053.19,67068.0,66892.03,66918.0,87.39858
2026-02-18 01:35:00,66918.0,67050.0,66914.34,66962.0,25.86331
2026-02-18 01:40:00,66962.0,67189.45,66940.64,67176.07,68.52009
2026-02-18 01:45:00,67176.07,67198.64,67104.0,67112.61,22.37476
2026-02-18 01:50:00,67112.6,67166.9,67076.91,67086.41,26.58036
2026-02-18 01:55:00,67086.41,67172.48,67062.06,67165.2,63.58125
2026-02-18 02:00:00,67165.21,67251.16,67153.36,67235.29,20.40301
2026-02-18 02:05:00,67235.29,67384.8,67209.45,67372.69,40.54102
2026-02-18 02:10:00,67372.68,67400.0,67261.38,67277.03,24.70162
2026-02-18 02:15:00,67277.02,67327.75,67262.1,67262.1,15.08283
2026-02-18 02:20:00,67262.1,67328.81,67220.0,67220.0,25.61216
2026-02-18 02:25:00,67220.0,67271.03,67220.0,67220.0,16.70133
2026-02-18 02:30:00,67220.01,67351.9,67213.08,67343.13,16.2879
2026-02-18 02:35:00,67343.13,67421.99,67343.13,67376.93,31.06261
2026-02-18 02:40:00,67376.93,67394.81,67359.55,67366.19,14.25707
